LATITUDE,LONGITUDE,ACQ_DATE,ACQ_TIME,SATELLITE,INSTRUMENT,CONFIDENCE,VERSION,DAYNIGHT,LEVEL_1,LEVEL_2,LEVEL_3,LEVEL_4,LEVEL_5,LEVEL_6,LAND_COVER_ID,LAND_COVER,prior,emp_conf_ev,LCS_80_20,FSI_SUGENO_55_45,FSI_CLASS_SUGENO
1.0877,104.3003,2022/02/23,701,Aqua,MODIS,86,6.03,D,Indonesia,Sumatera,Kepulauan Riau,Bintan,Telok Sebong,Sebong Pereh,21,Pertanian Lainnya,55,79.70139075986529,59.94027815197306,75.71,High
0.9411,99.1041,2022/02/23,702,Aqua,MODIS,73,6.03,D,Indonesia,Sumatera,Sumatera Utara,Mandailing Natal,Muara Batang Gadis,Manuncang,3,Formasi Hutan,50,55.192681160960845,51.03853623219217,64.72,High
1.1222,99.6554,2022/02/23,702,Aqua,MODIS,93,6.03,D,Indonesia,Sumatera,Sumatera Utara,Padang Lawas,Ulu Barumun,Aek Haruaya,3,Formasi Hutan,50,55.192681160960845,51.03853623219217,72.00,High
0.9398,99.0952,2022/02/23,702,Aqua,MODIS,42,6.03,D,Indonesia,Sumatera,Sumatera Utara,Mandailing Natal,Muara Batang Gadis,Suka Makmur,3,Formasi Hutan,50,55.192681160960845,51.03853623219217,44.89,Moderate
-2.2257,101.0001,2022/02/24,1523,Terra,MODIS,21,6.03,N,Indonesia,Sumatera,Sumatera Barat,Pesisir Selatan,Ranah Ampek Hulu Tapan,Simpang Gunung Tapan,13,Tumbuhan Non-Hutan Lainnya,75,94.58138150973998,78.916276301948,42.00,Moderate
1.0355,104.0507,2022/02/25,344,Terra,MODIS,47,6.03,D,Indonesia,Sumatera,Kepulauan Riau,Kota Batam,Sei Beduk,Mangsang,24,Pemukiman,20,62.770399658500594,28.55407993170012,40.47,Moderate
0.852,99.5674,2022/02/25,344,Terra,MODIS,42,6.03,D,Indonesia,Sumatera,Sumatera Utara,Mandailing Natal,Panyabungan,Sipolu-Polu,24,Pemukiman,20,62.770399658500594,28.55407993170012,35.44,Low
-2.1929,101.1068,2022/02/25,345,Terra,MODIS,44,6.03,D,Indonesia,Sumatera,Sumatera Barat,Pesisir Selatan,Ranah Ampek Hulu Tapan,Kubu Tapan,21,Pertanian Lainnya,55,79.70139075986529,59.94027815197306,50.67,Moderate
-0.9127,102.2706,2022/02/25,649,Aqua,MODIS,59,6.03,D,Indonesia,Sumatera,Riau,Indragiri Hulu,Batang Cenaku,Sanglap,3,Formasi Hutan,50,55.192681160960845,51.03853623219217,56.15,Moderate
-0.914,102.2617,2022/02/25,649,Aqua,MODIS,83,6.03,D,Indonesia,Sumatera,Riau,Indragiri Hulu,Batang Cenaku,Alim,21,Pertanian Lainnya,55,79.70139075986529,59.94027815197306,75.71,High
-0.0029,102.3883,2022/02/25,649,Aqua,MODIS,21,6.03,D,Indonesia,Sumatera,Riau,Pelalawan,Kerumutan,Mak Teduh,9,Kebun Kayu,65,93.59817671883116,70.71963534376623,42.00,Moderate
1.3218,99.1216,2022/02/25,649,Aqua,MODIS,71,6.03,D,Indonesia,Sumatera,Sumatera Utara,Tapanuli Selatan,Angkola Selatan,Pardomuan,13,Tumbuhan Non-Hutan Lainnya,75,94.58138150973998,78.916276301948,74.37,High
1.5612,102.2515,2022/02/27,332,Terra,MODIS,41,6.03,D,Indonesia,Sumatera,Riau,Bengkalis,Bantan,Selat Baru,21,Pertanian Lainnya,55,79.70139075986529,59.94027815197306,47.54,Moderate
-2.2233,100.865,2022/02/27,333,Terra,MODIS,0,6.03,D,Indonesia,Sumatera,Sumatera Barat,Pesisir Selatan,Pancung Soal,Tluk Amplu Inderapura,21,Pertanian Lainnya,55,79.70139075986529,59.94027815197306,34.46,Low
-2.1447,100.9572,2022/02/27,333,Terra,MODIS,23,6.03,D,Indonesia,Sumatera,Sumatera Barat,Pesisir Selatan,Basa Ampek Balai Tapan,Tapan,3,Formasi Hutan,50,55.192681160960845,51.03853623219217,30.75,Low
-2.1933,100.8505,2022/02/27,333,Terra,MODIS,35,6.03,D,Indonesia,Sumatera,Sumatera Barat,Pesisir Selatan,Pancung Soal,Tluk Amplu Inderapura,21,Pertanian Lainnya,55,79.70139075986529,59.94027815197306,40.74,Moderate
-2.2318,100.9854,2022/02/27,333,Terra,MODIS,56,6.03,D,Indonesia,Sumatera,Sumatera Barat,Pesisir Selatan,Ranah Ampek Hulu Tapan,Simpang Gunung Tapan,13,Tumbuhan Non-Hutan Lainnya,75,94.58138150973998,78.916276301948,66.14,High
-2.2637,100.8874,2022/02/27,333,Terra,MODIS,0,6.03,D,Indonesia,Sumatera,Sumatera Barat,Pesisir Selatan,Pancung Soal,Tluk Amplu Inderapura,21,Pertanian Lainnya,55,79.70139075986529,59.94027815197306,34.46,Low
-2.3025,100.9034,2022/02/27,333,Terra,MODIS,43,6.03,D,Indonesia,Sumatera,Sumatera Barat,Pesisir Selatan,Silaut,Silaut,13,Tumbuhan Non-Hutan Lainnya,75,94.58138150973998,78.916276301948,57.19,Moderate
-2.9317,101.738,2022/02/27,333,Terra,MODIS,78,6.03,D,Indonesia,Sumatera,Bengkulu,Muko Muko,Malin Deman,Lubuk Talang,13,Tumbuhan Non-Hutan Lainnya,75,94.58138150973998,78.916276301948,80.84,Very High
-3.5551,105.6435,2022/02/27,635,Aqua,MODIS,79,6.03,D,Indonesia,Sumatera,Sumatera Selatan,Ogan Komering Ilir,Cengal,Sungai Jeruju,13,Tumbuhan Non-Hutan Lainnya,75,94.58138150973998,78.916276301948,82.01,Very High
-3.5564,105.6345,2022/02/27,635,Aqua,MODIS,74,6.03,D,Indonesia,Sumatera,Sumatera Selatan,Ogan Komering Ilir,Cengal,Sungai Jeruju,40,Sawah,30,56.84567712886196,35.36913542577239,59.24,Moderate
-4.9426,104.8861,2022/02/27,635,Aqua,MODIS,34,6.03,D,Indonesia,Sumatera,Lampung,Lampung Utara,Abung Selatan,Cabang Empat,21,Pertanian Lainnya,55,79.70139075986529,59.94027815197306,39.53,Low
-2.1228,100.9301,2022/02/27,636,Aqua,MODIS,32,6.03,D,Indonesia,Sumatera,Sumatera Barat,Pesisir Selatan,Pancung Soal,Inderapura Barat,21,Pertanian Lainnya,55,79.70139075986529,59.94027815197306,37.04,Low
-2.2064,100.997,2022/02/27,636,Aqua,MODIS,13,6.03,D,Indonesia,Sumatera,Sumatera Barat,Pesisir Selatan,Ranah Ampek Hulu Tapan,Kubu Tapan,13,Tumbuhan Non-Hutan Lainnya,75,94.58138150973998,78.916276301948,42.00,Moderate
-2.224,100.8698,2022/02/27,636,Aqua,MODIS,0,6.03,D,Indonesia,Sumatera,Sumatera Barat,Pesisir Selatan,Pancung Soal,Tluk Amplu Inderapura,35,Sawit,65,61.78780638813221,64.35756127762644,37.77,Low
-2.2053,100.9901,2022/02/27,636,Aqua,MODIS,22,6.03,D,Indonesia,Sumatera,Sumatera Barat,Pesisir Selatan,Ranah Ampek Hulu Tapan,Kubu Tapan,3,Formasi Hutan,50,55.192681160960845,51.03853623219217,30.75,Low
-3.6199,102.2725,2022/02/27,636,Aqua,MODIS,61,6.03,D,Indonesia,Sumatera,Bengkulu,Bengkulu Tengah,Bang Haji,Talang Panjang,35,Sawit,65,61.78780638813221,64.35756127762644,64.09,High
-2.5951,106.3098,2022/02/27,636,Aqua,MODIS,66,6.03,D,Indonesia,Sumatera,Kepulauan Bangka Belitung,Bangka Selatan,Air Gegas,Ranggas,21,Pertanian Lainnya,55,79.70139075986529,59.94027815197306,63.46,High
-2.5828,106.0068,2022/02/27,636,Aqua,MODIS,61,6.03,D,Indonesia,Sumatera,Kepulauan Bangka Belitung,Bangka Selatan,Simpang Rimba,Gudang,35,Sawit,65,61.78780638813221,64.35756127762644,64.09,High
-2.9373,103.0641,2022/02/27,636,Aqua,MODIS,69,6.03,D,Indonesia,Sumatera,Sumatera Selatan,Musi Rawas,Megang Sakti,Muara Megang I,21,Pertanian Lainnya,55,79.70139075986529,59.94027815197306,65.38,High
-2.3759,106.1666,2022/02/27,636,Aqua,MODIS,78,6.03,D,Indonesia,Sumatera,Kepulauan Bangka Belitung,Bangka Tengah,Simpang Katis,Sungkap,21,Pertanian Lainnya,55,79.70139075986529,59.94027815197306,73.30,High
-2.3772,106.1576,2022/02/27,636,Aqua,MODIS,61,6.03,D,Indonesia,Sumatera,Kepulauan Bangka Belitung,Bangka Tengah,Simpang Katis,Sungkap,21,Pertanian Lainnya,55,79.70139075986529,59.94027815197306,60.78,High
-2.3219,100.9036,2022/02/27,636,Aqua,MODIS,0,6.03,D,Indonesia,Sumatera,Sumatera Barat,Pesisir Selatan,Silaut,Silaut,13,Tumbuhan Non-Hutan Lainnya,75,94.58138150973998,78.916276301948,42.00,Moderate
-2.3107,100.902,2022/02/27,636,Aqua,MODIS,58,6.03,D,Indonesia,Sumatera,Sumatera Barat,Pesisir Selatan,Silaut,Silaut,13,Tumbuhan Non-Hutan Lainnya,75,94.58138150973998,78.916276301948,66.96,High
-2.3001,100.8951,2022/02/27,636,Aqua,MODIS,0,6.03,D,Indonesia,Sumatera,Sumatera Barat,Pesisir Selatan,Silaut,Silaut,21,Pertanian Lainnya,55,79.70139075986529,59.94027815197306,34.46,Low
-2.2309,101.1414,2022/02/27,636,Aqua,MODIS,61,6.03,D,Indonesia,Sumatera,Sumatera Barat,Pesisir Selatan,Lunang,Lunang,21,Pertanian Lainnya,55,79.70139075986529,59.94027815197306,60.78,High
-2.2328,101.1277,2022/02/27,636,Aqua,MODIS,67,6.03,D,Indonesia,Sumatera,Sumatera Barat,Pesisir Selatan,Lunang,Lunang Tengah,35,Sawit,65,61.78780638813221,64.35756127762644,67.38,High
-2.2667,100.8903,2022/02/27,636,Aqua,MODIS,51,6.03,D,Indonesia,Sumatera,Sumatera Barat,Pesisir Selatan,Pancung Soal,Tluk Amplu Inderapura,21,Pertanian Lainnya,55,79.70139075986529,59.94027815197306,56.90,Moderate
-2.2187,101.0696,2022/02/27,636,Aqua,MODIS,69,6.03,D,Indonesia,Sumatera,Sumatera Barat,Pesisir Selatan,Lunang,Pondok Parian Lunang,21,Pertanian Lainnya,55,79.70139075986529,59.94027815197306,65.38,High
-2.1991,101.0005,2022/02/27,1553,Terra,MODIS,76,6.03,N,Indonesia,Sumatera,Sumatera Barat,Pesisir Selatan,Ranah Ampek Hulu Tapan,Kubu Tapan,13,Tumbuhan Non-Hutan Lainnya,75,94.58138150973998,78.916276301948,78.72,High
-2.1923,100.8472,2022/02/27,1553,Terra,MODIS,89,6.03,N,Indonesia,Sumatera,Sumatera Barat,Pesisir Selatan,Pancung Soal,Tluk Amplu Inderapura,13,Tumbuhan Non-Hutan Lainnya,75,94.58138150973998,78.916276301948,83.25,Very High
-2.1893,100.8525,2022/02/27,1553,Terra,MODIS,16,6.03,N,Indonesia,Sumatera,Sumatera Barat,Pesisir Selatan,Pancung Soal,Tluk Amplu Inderapura,35,Sawit,65,61.78780638813221,64.35756127762644,37.77,Low
-2.2279,100.9855,2022/02/28,719,Aqua,MODIS,94,6.03,D,Indonesia,Sumatera,Sumatera Barat,Pesisir Selatan,Ranah Ampek Hulu Tapan,Simpang Gunung Tapan,13,Tumbuhan Non-Hutan Lainnya,75,94.58138150973998,78.916276301948,83.25,Very High
-2.2216,101.0397,2022/02/28,719,Aqua,MODIS,40,6.03,D,Indonesia,Sumatera,Sumatera Barat,Pesisir Selatan,Ranah Ampek Hulu Tapan,Simpang Gunung Tapan,3,Formasi Hutan,50,55.192681160960845,51.03853623219217,42.75,Moderate
-2.2408,100.9875,2022/02/28,719,Aqua,MODIS,95,6.03,D,Indonesia,Sumatera,Sumatera Barat,Pesisir Selatan,Ranah Ampek Hulu Tapan,Simpang Gunung Tapan,21,Pertanian Lainnya,55,79.70139075986529,59.94027815197306,75.71,High
-2.3194,100.9079,2022/02/28,719,Aqua,MODIS,0,6.03,D,Indonesia,Sumatera,Sumatera Barat,Pesisir Selatan,Silaut,Silaut,13,Tumbuhan Non-Hutan Lainnya,75,94.58138150973998,78.916276301948,42.00,Moderate
-2.2319,101.0462,2022/02/28,719,Aqua,MODIS,42,6.03,D,Indonesia,Sumatera,Sumatera Barat,Pesisir Selatan,Lunang,Pondok Parian Lunang,13,Tumbuhan Non-Hutan Lainnya,75,94.58138150973998,78.916276301948,56.14,Moderate
-3.4055,102.9843,2022/03/01,623,Aqua,MODIS,59,6.03,D,Indonesia,Sumatera,Bengkulu,Rejang Lebong,Kota Padang,Taba Anyar,21,Pertanian Lainnya,55,79.70139075986529,59.94027815197306,59.85,Moderate
1.1061,104.0649,2022/03/01,624,Aqua,MODIS,39,6.03,D,Indonesia,Sumatera,Kepulauan Riau,Kota Batam,Batam Kota,Baloi Permai,24,Pemukiman,20,62.770399658500594,28.55407993170012,32.19,Low
-2.3022,100.9083,2022/03/01,1846,Aqua,MODIS,63,6.03,N,Indonesia,Sumatera,Sumatera Barat,Pesisir Selatan,Silaut,Silaut,13,Tumbuhan Non-Hutan Lainnya,75,94.58138150973998,78.916276301948,69.32,High
2.9573,99.8025,2022/03/02,402,Terra,MODIS,32,6.03,D,Indonesia,Sumatera,Sumatera Utara,Kota Tanjung Balai,Tanjung Balai Selatan,Tanjung Balai Kota I,24,Pemukiman,20,62.770399658500594,28.55407993170012,23.88,Low
3.0997,98.4914,2022/03/02,402,Terra,MODIS,53,6.03,D,Indonesia,Sumatera,Sumatera Utara,Karo,Kabanjahe,Gung Leto,24,Pemukiman,20,62.770399658500594,28.55407993170012,44.47,Moderate
1.0005,102.7069,2022/03/02,707,Aqua,MODIS,39,6.03,D,Indonesia,Sumatera,Riau,Kepulauan Meranti,Tebing Tinggi,Selatpanjang Timur,24,Pemukiman,20,62.770399658500594,28.55407993170012,32.19,Low
1.0741,102.922,2022/03/02,707,Aqua,MODIS,45,6.03,D,Indonesia,Sumatera,Riau,Kepulauan Meranti,Rangsang Pesisir,Tanjung Kedabu,9,Kebun Kayu,65,93.59817671883116,70.71963534376623,59.22,Moderate
1.0716,102.9041,2022/03/02,707,Aqua,MODIS,56,6.03,D,Indonesia,Sumatera,Riau,Kepulauan Meranti,Rangsang Pesisir,Telesung,9,Kebun Kayu,65,93.59817671883116,70.71963534376623,66.14,High
0.8521,99.5611,2022/03/04,655,Aqua,MODIS,41,6.03,D,Indonesia,Sumatera,Sumatera Utara,Mandailing Natal,Panyabungan,Sipolu-Polu,24,Pemukiman,20,62.770399658500594,28.55407993170012,34.38,Low
-3.5648,102.149,2022/03/08,629,Aqua,MODIS,78,6.03,D,Indonesia,Sumatera,Bengkulu,Bengkulu Utara,Air Napal,Pukur,35,Sawit,65,61.78780638813221,64.35756127762644,76.61,High
1.0766,102.9127,2022/03/08,630,Aqua,MODIS,69,6.03,D,Indonesia,Sumatera,Riau,Kepulauan Meranti,Rangsang Pesisir,Telesung,9,Kebun Kayu,65,93.59817671883116,70.71963534376623,72.92,High
0.3776,102.2347,2022/03/09,713,Aqua,MODIS,66,6.03,D,Indonesia,Sumatera,Riau,Pelalawan,Pelalawan,Kuala Tolam,9,Kebun Kayu,65,93.59817671883116,70.71963534376623,71.00,High
3.9536,108.1525,2022/03/10,619,Aqua,MODIS,67,6.03,D,Indonesia,Sumatera,Kepulauan Riau,Natuna,Bunguran Utara,Kelarik Utara,21,Pertanian Lainnya,55,79.70139075986529,59.94027815197306,64.07,High
5.2003,96.7026,2022/03/11,355,Terra,MODIS,40,6.03,D,Indonesia,Sumatera,Aceh,Bireuen,Kota Juang,Pulo Ara Geudong Teungoh,24,Pemukiman,20,62.770399658500594,28.55407993170012,33.29,Low
3.3121,99.152,2022/03/11,356,Terra,MODIS,60,6.03,D,Indonesia,Sumatera,Sumatera Utara,Kota Tebing Tinggi,Padang Hulu,Persiakan,24,Pemukiman,20,62.770399658500594,28.55407993170012,47.14,Moderate
3.3106,99.1621,2022/03/11,356,Terra,MODIS,60,6.03,D,Indonesia,Sumatera,Sumatera Utara,Kota Tebing Tinggi,Padang Hilir,Bagelen,24,Pemukiman,20,62.770399658500594,28.55407993170012,47.14,Moderate
0.3409,101.0284,2022/03/11,356,Terra,MODIS,64,6.03,D,Indonesia,Sumatera,Riau,Kampar,Bangkinang Kota,Bangkinang,24,Pemukiman,20,62.770399658500594,28.55407993170012,49.15,Moderate
0.5432,99.2891,2022/03/11,356,Terra,MODIS,66,6.03,D,Indonesia,Sumatera,Sumatera Utara,Mandailing Natal,Lingga Bayu,Bandar Limabung,40,Sawah,30,56.84567712886196,35.36913542577239,53.40,Moderate
1.9054,101.5225,2022/03/12,301,Terra,MODIS,48,6.03,D,Indonesia,Sumatera,Riau,Bengkalis,Rupat,Tanjung Kapal,9,Kebun Kayu,65,93.59817671883116,70.71963534376623,62.14,High
-3.4768,102.5338,2022/03/12,302,Terra,MODIS,32,6.03,D,Indonesia,Sumatera,Bengkulu,Rejang Lebong,Curup Tengah,Talang Rimbo Lama,24,Pemukiman,20,62.770399658500594,28.55407993170012,23.88,Low
1.036,103.9474,2022/03/12,606,Aqua,MODIS,0,6.03,D,Indonesia,Sumatera,Kepulauan Riau,Kota Batam,Sagulung,Sungai Lekop,24,Pemukiman,20,62.770399658500594,28.55407993170012,21.29,Low
4.6238,96.8519,2022/03/13,343,Terra,MODIS,0,6.03,D,Indonesia,Sumatera,Aceh,Aceh Tengah,Laut Tawar,Takengon Timur,24,Pemukiman,20,62.770399658500594,28.55407993170012,21.29,Low
3.0066,99.0884,2022/03/13,343,Terra,MODIS,65,6.03,D,Indonesia,Sumatera,Sumatera Utara,Kota Pematangsiantar,Siantar Martoba,Tambun Nabolon,24,Pemukiman,20,62.770399658500594,28.55407993170012,49.71,Moderate
1.8922,100.0932,2022/03/13,344,Terra,MODIS,58,6.03,D,Indonesia,Sumatera,Sumatera Utara,Labuhanbatu Selatan,Kota Pinang,Kotapinang,24,Pemukiman,20,62.770399658500594,28.55407993170012,46.26,Moderate
1.3584,101.9203,2022/03/13,344,Terra,MODIS,26,6.03,D,Indonesia,Sumatera,Riau,Bengkalis,Bukit Batu,Bukit Batu,9,Kebun Kayu,65,93.59817671883116,70.71963534376623,42.00,Moderate
1.0705,102.9118,2022/03/13,344,Terra,MODIS,44,6.03,D,Indonesia,Sumatera,Riau,Kepulauan Meranti,Rangsang Pesisir,Telesung,9,Kebun Kayu,65,93.59817671883116,70.71963534376623,58.21,Moderate
1.0687,102.9236,2022/03/13,344,Terra,MODIS,46,6.03,D,Indonesia,Sumatera,Riau,Kepulauan Meranti,Rangsang Pesisir,Tanjung Kedabu,9,Kebun Kayu,65,93.59817671883116,70.71963534376623,60.21,High
1.2031,100.9619,2022/03/13,344,Terra,MODIS,42,6.03,D,Indonesia,Sumatera,Riau,Rokan Hulu,Bonai Darussalam,Pauh,9,Kebun Kayu,65,93.59817671883116,70.71963534376623,56.14,Moderate
-3.4711,102.5404,2022/03/13,345,Terra,MODIS,40,6.03,D,Indonesia,Sumatera,Bengkulu,Rejang Lebong,Curup Tengah,Air Bang,24,Pemukiman,20,62.770399658500594,28.55407993170012,33.29,Low
-3.7848,103.5377,2022/03/13,345,Terra,MODIS,50,6.03,D,Indonesia,Sumatera,Sumatera Selatan,Lahat,Lahat,Pasar Lama,24,Pemukiman,20,62.770399658500594,28.55407993170012,43.29,Moderate
0.6805,102.8368,2022/03/13,648,Aqua,MODIS,44,6.03,D,Indonesia,Sumatera,Riau,Pelalawan,Teluk Meranti,Segamai,9,Kebun Kayu,65,93.59817671883116,70.71963534376623,58.21,Moderate
-0.3028,102.7779,2022/03/13,648,Aqua,MODIS,46,6.03,D,Indonesia,Sumatera,Riau,Indragiri Hilir,Kempas,Kerta Jaya,9,Kebun Kayu,65,93.59817671883116,70.71963534376623,60.21,High
0.1947,103.7403,2022/03/13,648,Aqua,MODIS,63,6.03,D,Indonesia,Sumatera,Riau,Indragiri Hilir,Kateman,Kuala Selat,21,Pertanian Lainnya,55,79.70139075986529,59.94027815197306,61.78,High
0.1933,103.7307,2022/03/13,648,Aqua,MODIS,50,6.03,D,Indonesia,Sumatera,Riau,Indragiri Hilir,Kateman,Kuala Selat,21,Pertanian Lainnya,55,79.70139075986529,59.94027815197306,56.46,Moderate
0.5751,102.037,2022/03/13,648,Aqua,MODIS,29,6.03,D,Indonesia,Sumatera,Riau,Siak,Dayun,Dayun,9,Kebun Kayu,65,93.59817671883116,70.71963534376623,42.00,Moderate
1.069,102.9149,2022/03/13,648,Aqua,MODIS,41,6.03,D,Indonesia,Sumatera,Riau,Kepulauan Meranti,Rangsang Pesisir,Telesung,9,Kebun Kayu,65,93.59817671883116,70.71963534376623,55.08,Moderate
2.88,97.8985,2022/03/13,649,Aqua,MODIS,77,6.03,D,Indonesia,Sumatera,Aceh,Kota Subulussalam,Sultan Daulat,Pasir Belo,3,Formasi Hutan,50,55.192681160960845,51.03853623219217,68.50,High
1.8882,100.0898,2022/03/13,649,Aqua,MODIS,72,6.03,D,Indonesia,Sumatera,Sumatera Utara,Labuhanbatu Selatan,Kota Pinang,Kotapinang,24,Pemukiman,20,62.770399658500594,28.55407993170012,54.44,Moderate
2.8818,97.9104,2022/03/13,649,Aqua,MODIS,80,6.03,D,Indonesia,Sumatera,Aceh,Kota Subulussalam,Sultan Daulat,Pasir Belo,21,Pertanian Lainnya,55,79.70139075986529,59.94027815197306,75.71,High
2.8878,97.9042,2022/03/13,649,Aqua,MODIS,86,6.03,D,Indonesia,Sumatera,Aceh,Kota Subulussalam,Sultan Daulat,Pasir Belo,33,"Sungai, Danau, Laut",5,0.0,4.0,54.00,Moderate
5.2288,97.0708,2022/03/13,1908,Aqua,MODIS,78,6.03,N,Indonesia,Sumatera,Aceh,Kota Lhokseumawe,Muara Satu,Meuria Paloh,21,Pertanian Lainnya,55,79.70139075986529,59.94027815197306,73.30,High
1.0377,103.9621,2022/03/16,719,Aqua,MODIS,0,6.03,D,Indonesia,Sumatera,Kepulauan Riau,Kota Batam,Sagulung,Sungai Langkai,24,Pemukiman,20,62.770399658500594,28.55407993170012,21.29,Low
1.0349,103.9673,2022/03/16,719,Aqua,MODIS,0,6.03,D,Indonesia,Sumatera,Kepulauan Riau,Kota Batam,Sagulung,Sungai Langkai,24,Pemukiman,20,62.770399658500594,28.55407993170012,21.29,Low
0.6358,102.9162,2022/03/19,611,Aqua,MODIS,56,6.03,D,Indonesia,Sumatera,Riau,Pelalawan,Teluk Meranti,Segamai,9,Kebun Kayu,65,93.59817671883116,70.71963534376623,66.14,High
1.9087,101.5332,2022/03/19,612,Aqua,MODIS,58,6.03,D,Indonesia,Sumatera,Riau,Bengkalis,Rupat,Tanjung Kapal,13,Tumbuhan Non-Hutan Lainnya,75,94.58138150973998,78.916276301948,66.96,High
1.9032,101.4984,2022/03/19,612,Aqua,MODIS,54,6.03,D,Indonesia,Sumatera,Riau,Bengkalis,Rupat,Tanjung Kapal,9,Kebun Kayu,65,93.59817671883116,70.71963534376623,65.48,High
-0.7964,101.0166,2022/03/20,654,Aqua,MODIS,80,6.03,D,Indonesia,Sumatera,Sumatera Barat,Sijunjung,Lubuak Tarok,Lalan,21,Pertanian Lainnya,55,79.70139075986529,59.94027815197306,75.71,High
1.1117,100.4678,2022/03/20,654,Aqua,MODIS,8,6.03,D,Indonesia,Sumatera,Riau,Rokan Hulu,Kepenuhan Hulu,Kepayang,35,Sawit,65,61.78780638813221,64.35756127762644,37.77,Low
0.6891,100.356,2022/03/21,1517,Terra,MODIS,66,6.03,N,Indonesia,Sumatera,Riau,Rokan Hulu,Rokan Iv Koto,Tanjung Medan,21,Pertanian Lainnya,55,79.70139075986529,59.94027815197306,63.46,High
1.5289,100.305,2022/03/22,337,Terra,MODIS,28,6.03,D,Indonesia,Sumatera,Sumatera Utara,Labuhanbatu Selatan,Torgamba,Sei Meranti,9,Kebun Kayu,65,93.59817671883116,70.71963534376623,42.00,Moderate
-0.809,100.9223,2022/03/22,338,Terra,MODIS,66,6.03,D,Indonesia,Sumatera,Sumatera Barat,Sijunjung,Iv Nagari,Mundam Sakti,3,Formasi Hutan,50,55.192681160960845,51.03853623219217,59.75,Moderate
-1.9894,101.3117,2022/03/22,338,Terra,MODIS,70,6.03,D,Indonesia,Sumatera,Jambi,Kerinci,Siulak,Air Terjun,21,Pertanian Lainnya,55,79.70139075986529,59.94027815197306,66.08,High
0.3589,100.3075,2022/03/22,338,Terra,MODIS,31,6.03,D,Indonesia,Sumatera,Sumatera Barat,Pasaman,Mapat Tunggul Selatan,Muaro Sungai Lolo,21,Pertanian Lainnya,55,79.70139075986529,59.94027815197306,35.76,Low
0.5093,102.2306,2022/03/22,338,Terra,MODIS,59,6.03,D,Indonesia,Sumatera,Riau,Pelalawan,Pelalawan,Kuala Tolam,9,Kebun Kayu,65,93.59817671883116,70.71963534376623,67.40,High
-1.9907,101.3209,2022/03/22,338,Terra,MODIS,73,6.03,D,Indonesia,Sumatera,Jambi,Kerinci,Siulak,Air Terjun,13,Tumbuhan Non-Hutan Lainnya,75,94.58138150973998,78.916276301948,75.97,High
-0.3146,102.78,2022/03/22,338,Terra,MODIS,62,6.03,D,Indonesia,Sumatera,Riau,Indragiri Hilir,Kempas,Kerta Jaya,9,Kebun Kayu,65,93.59817671883116,70.71963534376623,68.81,High
-0.316,102.7899,2022/03/22,338,Terra,MODIS,64,6.03,D,Indonesia,Sumatera,Riau,Indragiri Hilir,Kempas,Kerta Jaya,9,Kebun Kayu,65,93.59817671883116,70.71963534376623,69.86,High
-0.8286,101.309,2022/03/22,338,Terra,MODIS,54,6.03,D,Indonesia,Sumatera,Sumatera Barat,Sijunjung,Kamang Baru,Sungai Lansek,3,Formasi Hutan,50,55.192681160960845,51.03853623219217,54.23,Moderate
-3.3585,102.7756,2022/03/22,339,Terra,MODIS,63,6.03,D,Indonesia,Sumatera,Bengkulu,Rejang Lebong,Padang Ulak Tanding,Belumai I,21,Pertanian Lainnya,55,79.70139075986529,59.94027815197306,61.78,High
-3.2559,103.1363,2022/03/22,339,Terra,MODIS,52,6.03,D,Indonesia,Sumatera,Sumatera Selatan,Musi Rawas,Suka Karya,Sugih Waras,33,"Sungai, Danau, Laut",5,0.0,4.0,35.59,Low
-3.9446,103.5965,2022/03/22,640,Aqua,MODIS,58,6.03,D,Indonesia,Sumatera,Sumatera Selatan,Lahat,Pagar Gunung,Sawah Darat,21,Pertanian Lainnya,55,79.70139075986529,59.94027815197306,59.42,Moderate
-1.2142,101.3829,2022/03/22,641,Aqua,MODIS,73,6.03,D,Indonesia,Sumatera,Sumatera Barat,Solok Selatan,Sangir Batang Hari,Dusun Tangah,3,Formasi Hutan,50,55.192681160960845,51.03853623219217,64.72,High
-0.6333,101.2891,2022/03/22,641,Aqua,MODIS,97,6.03,D,Indonesia,Sumatera,Sumatera Barat,Sijunjung,Kamang Baru,Tanjung Kaliang,3,Formasi Hutan,50,55.192681160960845,51.03853623219217,72.00,High
-0.6013,101.1642,2022/03/22,641,Aqua,MODIS,62,6.03,D,Indonesia,Sumatera,Sumatera Barat,Sijunjung,Kamang Baru,Padang Tarok,3,Formasi Hutan,50,55.192681160960845,51.03853623219217,57.56,Moderate
-0.507,100.8919,2022/03/22,641,Aqua,MODIS,61,6.03,D,Indonesia,Sumatera,Sumatera Barat,Sijunjung,Sumpur Kudus,Tamparungo,21,Pertanian Lainnya,55,79.70139075986529,59.94027815197306,60.78,High
-0.2244,101.8801,2022/03/22,641,Aqua,MODIS,71,6.03,D,Indonesia,Sumatera,Riau,Pelalawan,Ukui,Lubuk Kembang Bunga,21,Pertanian Lainnya,55,79.70139075986529,59.94027815197306,66.82,High
